,0
id,42.193194161021005
radius_mean,0.8455216229065377
texture_mean,0.7583189723727752
perimeter_mean,0.9722135477110654
area_mean,3.6523027623507582
smoothness_mean,0.8559749303632245
compactness_mean,1.650130467219256
concavity_mean,1.9986375291042124
concave points_mean,1.066555702965477
symmetry_mean,1.2879329922294565
fractal_dimension_mean,3.0058921201694933
radius_se,17.686725966164644
texture_se,5.349168692469973
perimeter_se,21.40190492588045
area_se,49.20907650724119
smoothness_se,10.469839532360393
compactness_se,5.10625248342338
concavity_se,48.8613953017919
concave points_se,5.1263019430439565
symmetry_se,7.896129827528971
fractal_dimension_se,26.280847486373336
radius_worst,0.9440895758772196
texture_worst,0.22430186846478772
perimeter_worst,1.070149666654432
area_worst,4.396394828992138
smoothness_worst,0.5178251903311124
compactness_worst,3.0392881719200657
concavity_worst,1.6152532975830205
concave points_worst,-0.5355351225188589
symmetry_worst,4.444559517846582
fractal_dimension_worst,5.244610555815004
