,0
Accuracy,0.9122807017543859
Precision,0.9
recall,0.8181818181818182
,0
Accuracy,0.8947368421052632
Precision,0.8363636363636363
recall,0.8363636363636363
,0
Accuracy,0.8947368421052632
Precision,0.8363636363636363
recall,0.8363636363636363
,0
Accuracy,0.8947368421052632
Precision,0.8363636363636363
recall,0.8363636363636363
,0
Accuracy,0.9707602339181286
Precision,0.9807692307692307
recall,0.9272727272727272
,0
Accuracy,0.9707602339181286
Precision,0.9807692307692307
recall,0.9272727272727272
,0
Accuracy,0.9707602339181286
Precision,0.9807692307692307
recall,0.9272727272727272
,0
Accuracy,0.9707602339181286
Precision,0.9807692307692307
recall,0.9272727272727272
,0
Accuracy,0.9707602339181286
Precision,0.9807692307692307
recall,0.9272727272727272
,0
Accuracy,0.9707602339181286
Precision,0.9807692307692307
recall,0.9272727272727272
,0
Accuracy,0.9707602339181286
Precision,0.9807692307692307
recall,0.9272727272727272
,0
Accuracy,0.9707602339181286
Precision,0.9807692307692307
recall,0.9272727272727272
